domain,direction,system,metric,n,mean,std
conversational,fj->en,microsoft_translate,rouge1_p,37,0.5250294750294751,0.23492732434198185
conversational,fj->en,chatgpt,rouge1_r,37,0.30835770835770837,0.2391915241514693
conversational,fj->en,gemini,rouge1_r,37,0.6214002964002964,0.2970989298336876
conversational,fj->en,google_translate,rouge1_r,37,0.5591308841308841,0.2569648431431007
conversational,fj->en,microsoft_translate,rouge1_r,37,0.5102999102999103,0.2501450316361264
conversational,fj->en,chatgpt,rouge2_f1,37,0.08951078951078952,0.1803297126514319
conversational,fj->en,gemini,rouge2_f1,37,0.3718104762222409,0.3751774512924439
conversational,fj->en,google_translate,rouge2_f1,37,0.27298874504756854,0.2979499271504326
conversational,fj->en,microsoft_translate,rouge2_f1,37,0.23944619944619944,0.28278037894288105
conversational,fj->en,chatgpt,rouge2_p,37,0.08455598455598454,0.1701688185731148
conversational,fj->en,gemini,rouge2_p,37,0.37428142428142425,0.3874822244902512
conversational,fj->en,google_translate,rouge2_p,37,0.2734458484458484,0.29878392780958973
conversational,fj->en,microsoft_translate,rouge2_p,37,0.242020592020592,0.2820958125091372
conversational,fj->en,chatgpt,rouge2_r,37,0.09774774774774775,0.19728724132320938
conversational,fj->en,gemini,rouge2_r,37,0.3898648648648649,0.38606049742710025
conversational,fj->en,google_translate,rouge2_r,37,0.2752369252369252,0.29949941303893535
conversational,fj->en,microsoft_translate,rouge2_r,37,0.23965133965133964,0.2866523630366795
conversational,fj->en,chatgpt,rougeL_f1,37,0.27133265553981667,0.21792585681085544
conversational,fj->en,gemini,rougeL_f1,37,0.5850185085452513,0.28651528215522987
conversational,fj->en,google_translate,rougeL_f1,37,0.5329715278631687,0.25917340646329357
conversational,fj->en,microsoft_translate,rougeL_f1,37,0.5025107525107525,0.2456652508645958
conversational,fj->en,chatgpt,rougeL_p,37,0.2633555633555633,0.21113606912762395
conversational,fj->en,gemini,rougeL_p,37,0.5773986259280377,0.2930668257138198
conversational,fj->en,google_translate,rougeL_p,37,0.5335907335907336,0.2620753315323003
conversational,fj->en,microsoft_translate,rougeL_p,37,0.5136840636840636,0.24033778202710593
conversational,fj->en,chatgpt,rougeL_r,37,0.2909402909402909,0.23959503305273674
conversational,fj->en,gemini,rougeL_r,37,0.615018915018915,0.30269478515885684
conversational,fj->en,google_translate,rougeL_r,37,0.5393110643110642,0.2592021401369255
conversational,fj->en,microsoft_translate,rougeL_r,37,0.4997893997893998,0.2559506679422342
conversational,fj->en,chatgpt,ter,37,0.9262090012090012,0.32137321568698385
conversational,fj->en,gemini,ter,37,0.6477438477438477,0.41416847264155526
conversational,fj->en,google_translate,ter,37,0.6253831753831753,0.3633986144104962
conversational,fj->en,microsoft_translate,ter,37,0.6331480831480831,0.3132895231946597
definition,en->fj,chatgpt,bertscore_f1,40,-0.20631703683175145,0.30339478837168055
definition,en->fj,gemini,bertscore_f1,39,0.24026994925971407,0.5959661467209652
definition,en->fj,google_translate,bertscore_f1,40,-0.0479248020099476,0.5357883602390865
definition,en->fj,microsoft_translate,bertscore_f1,40,0.017386683449149138,0.5131645610201309
definition,en->fj,chatgpt,bleu,40,0.011858453594642434,0.03383975605174295
definition,en->fj,gemini,bleu,40,0.08960976162445711,0.09711847085756335
definition,en->fj,google_translate,bleu,40,0.05969089326469355,0.0900476495495412
definition,en->fj,microsoft_translate,bleu,40,0.07490246598321784,0.09459720514162716
definition,en->fj,chatgpt,bleurt,40,0.22354490086436268,0.14861996105255235
definition,en->fj,gemini,bleurt,39,0.5263069533766844,0.3719008189362684
definition,en->fj,google_translate,bleurt,40,0.3979920027777552,0.3253362822998157
definition,en->fj,microsoft_translate,bleurt,40,0.4385833268985152,0.3390585183548968
definition,en->fj,chatgpt,chrf,40,0.15993664786905956,0.14184847804462275
definition,en->fj,gemini,chrf,40,0.5041899720824298,0.41023652373188024
definition,en->fj,google_translate,chrf,40,0.36194489868161284,0.3328452893950856
definition,en->fj,microsoft_translate,chrf,40,0.4284007625409453,0.348242326309793
definition,en->fj,chatgpt,comet,40,0.5927141167223453,0.12107389893897473
definition,en->fj,gemini,comet,39,0.7615136083884116,0.19426631349882545
definition,en->fj,google_translate,comet,40,0.6511813655495644,0.19900122237902546
definition,en->fj,microsoft_translate,comet,40,0.6724412843585015,0.19539590397965698
definition,en->fj,chatgpt,edit_dist,40,11.925,7.894780814092568
definition,en->fj,gemini,edit_dist,40,6.1,7.479201931921717
definition,en->fj,google_translate,edit_dist,40,12.85,10.5260360961492
definition,en->fj,microsoft_translate,edit_dist,40,11.75,9.68676072448026
definition,en->fj,chatgpt,exact_match,40,0.0,0.0
definition,en->fj,gemini,exact_match,40,0.325,0.4743416490252569
definition,en->fj,google_translate,exact_match,40,0.15,0.3616202853397895
definition,en->fj,microsoft_translate,exact_match,40,0.175,0.38480764425479275
definition,en->fj,chatgpt,len_ratio,40,2.2416666666666667,1.6670726001380547
definition,en->fj,gemini,len_ratio,40,1.5791666666666666,1.2898836604709194
definition,en->fj,google_translate,len_ratio,40,2.4833333333333334,1.8749358963400897
definition,en->fj,microsoft_translate,len_ratio,40,2.3833333333333333,1.6335164732490666
definition,en->fj,chatgpt,llm_adequacy,40,1.7,0.7578647467450734
definition,en->fj,gemini,llm_adequacy,39,3.0,1.6059101370939322
definition,en->fj,google_translate,llm_adequacy,40,2.7,1.3435505964154106
definition,en->fj,microsoft_translate,llm_adequacy,40,2.65,1.3310878527711354
definition,en->fj,chatgpt,llm_error_tags,0,,
definition,en->fj,gemini,llm_error_tags,0,,
definition,en->fj,google_translate,llm_error_tags,0,,
definition,en->fj,microsoft_translate,llm_error_tags,0,,
definition,en->fj,chatgpt,llm_fluency,40,2.675,0.8285761652005574
definition,en->fj,gemini,llm_fluency,39,3.58974358974359,1.2294189624189127
definition,en->fj,google_translate,llm_fluency,40,3.425,1.106797181058933
definition,en->fj,microsoft_translate,llm_fluency,40,3.3,1.0907536796837263
definition,en->fj,chatgpt,llm_overall,40,1.675,0.7641821503897871
definition,en->fj,gemini,llm_overall,39,2.9743589743589745,1.6300981482749581
definition,en->fj,google_translate,llm_overall,40,2.675,1.2887580982858793
definition,en->fj,microsoft_translate,llm_overall,40,2.6,1.3165611772087666
definition,en->fj,chatgpt,llm_rationale,0,,
definition,en->fj,gemini,llm_rationale,0,,
definition,en->fj,google_translate,llm_rationale,0,,
definition,en->fj,microsoft_translate,llm_rationale,0,,
definition,en->fj,chatgpt,llm_terminology,40,1.775,0.83166499665831
definition,en->fj,gemini,llm_terminology,39,3.128205128205128,1.6412364911776147
definition,en->fj,google_translate,llm_terminology,40,2.9,1.3922864426767714
definition,en->fj,microsoft_translate,llm_terminology,40,2.8,1.4358058578855506
definition,en->fj,chatgpt,meteor,40,0.03943994601889339,0.10864242532502906
definition,en->fj,gemini,meteor,40,0.25586887115431256,0.2790606628171661
definition,en->fj,google_translate,meteor,40,0.1726847165991903,0.2621470575669949
definition,en->fj,microsoft_translate,meteor,40,0.23237424983360427,0.29052221156092445
definition,en->fj,chatgpt,rouge1_f1,40,0.06666666666666667,0.18412803671123498
definition,en->fj,gemini,rouge1_f1,39,0.42967032967032964,0.4622062700144288
definition,en->fj,google_translate,rouge1_f1,40,0.27,0.39090806695323754
definition,en->fj,microsoft_translate,rouge1_f1,40,0.3380952380952381,0.4068587502769233
definition,en->fj,chatgpt,rouge1_p,40,0.07583333333333334,0.23594237308886126
definition,en->fj,gemini,rouge1_p,39,0.42094017094017094,0.463960164602503
definition,en->fj,google_translate,rouge1_p,40,0.2625,0.39878287046684663
definition,en->fj,microsoft_translate,rouge1_p,40,0.31958333333333333,0.4100914966352455
definition,en->fj,chatgpt,rouge1_r,40,0.0875,0.25032030762656154
definition,en->fj,gemini,rouge1_r,39,0.4658119658119658,0.4793689308870936
definition,en->fj,google_translate,rouge1_r,40,0.32083333333333336,0.44559812870757476
definition,en->fj,microsoft_translate,rouge1_r,40,0.4125,0.46683070987340974
definition,en->fj,chatgpt,rouge2_f1,40,0.0,0.0
definition,en->fj,gemini,rouge2_f1,39,0.061538461538461535,0.2301205457733936
definition,en->fj,google_translate,rouge2_f1,40,0.05,0.22072142786315227
definition,en->fj,microsoft_translate,rouge2_f1,40,0.07666666666666666,0.24647948545900678
definition,en->fj,chatgpt,rouge2_p,40,0.0,0.0
definition,en->fj,gemini,rouge2_p,39,0.059829059829059825,0.22777585770999867
definition,en->fj,google_translate,rouge2_p,40,0.05,0.22072142786315227
definition,en->fj,microsoft_translate,rouge2_p,40,0.07083333333333333,0.23536205969803023
definition,en->fj,chatgpt,rouge2_r,40,0.0,0.0
definition,en->fj,gemini,rouge2_r,39,0.0641025641025641,0.23450640153666047
definition,en->fj,google_translate,rouge2_r,40,0.05,0.22072142786315227
definition,en->fj,microsoft_translate,rouge2_r,40,0.0875,0.2747376370844905
definition,en->fj,chatgpt,rougeL_f1,40,0.06666666666666667,0.18412803671123498
definition,en->fj,gemini,rougeL_f1,39,0.42967032967032964,0.4622062700144288
definition,en->fj,google_translate,rougeL_f1,40,0.27,0.39090806695323754
definition,en->fj,microsoft_translate,rougeL_f1,40,0.3380952380952381,0.4068587502769233
definition,en->fj,chatgpt,rougeL_p,40,0.07583333333333334,0.23594237308886126
definition,en->fj,gemini,rougeL_p,39,0.42094017094017094,0.463960164602503
definition,en->fj,google_translate,rougeL_p,40,0.2625,0.39878287046684663
definition,en->fj,microsoft_translate,rougeL_p,40,0.31958333333333333,0.4100914966352455
definition,en->fj,chatgpt,rougeL_r,40,0.0875,0.25032030762656154
definition,en->fj,gemini,rougeL_r,39,0.4658119658119658,0.4793689308870936
definition,en->fj,google_translate,rougeL_r,40,0.32083333333333336,0.44559812870757476
definition,en->fj,microsoft_translate,rougeL_r,40,0.4125,0.46683070987340974
definition,en->fj,chatgpt,ter,40,2.2583333333333333,1.6233472857821925
definition,en->fj,gemini,ter,39,1.1965811965811965,1.4290592102571373
definition,en->fj,google_translate,ter,40,2.3375,2.1177877440326567
definition,en->fj,microsoft_translate,ter,40,2.0458333333333334,1.8025731449846751
definition,fj->en,chatgpt,bertscore_f1,40,-0.0853063133195974,0.3361479731626823
definition,fj->en,gemini,bertscore_f1,40,0.11585171305923722,0.47711301764453623
definition,fj->en,google_translate,bertscore_f1,40,0.13357423062552698,0.4732073078116964
definition,fj->en,microsoft_translate,bertscore_f1,40,0.010103766340762389,0.42290025956806676
definition,fj->en,chatgpt,bleu,40,0.01984744406963546,0.09267816556407718
definition,fj->en,gemini,bleu,40,0.07929889851284164,0.11019578914108946
definition,fj->en,google_translate,bleu,40,0.06694849137933595,0.10663804023615914
definition,fj->en,microsoft_translate,bleu,40,0.05017692948460216,0.10455782234490915
definition,fj->en,chatgpt,bleurt,40,0.1264656994491815,0.16252907514669743
definition,fj->en,gemini,bleurt,40,0.341586497426033,0.27797755700077076
definition,fj->en,google_translate,bleurt,40,0.2792878301814198,0.27413223857664054
definition,fj->en,microsoft_translate,bleurt,40,0.2699223013594746,0.24650933007799525
definition,fj->en,chatgpt,chrf,40,0.1313925405378557,0.21297191358377326
definition,fj->en,gemini,chrf,40,0.39395262336980513,0.37744003527903797
definition,fj->en,google_translate,chrf,40,0.30826984358757004,0.3458770086173584
definition,fj->en,microsoft_translate,chrf,40,0.305783668745397,0.34554381805416484
definition,fj->en,chatgpt,comet,40,0.5220870062708854,0.13777884782163147
definition,fj->en,gemini,comet,40,0.6659835867583752,0.19495058542480476
definition,fj->en,google_translate,comet,40,0.6408474631607533,0.18551924661153316
definition,fj->en,microsoft_translate,comet,40,0.596388453245163,0.18598545087080756
definition,fj->en,chatgpt,edit_dist,40,11.775,5.972103954305018
definition,fj->en,gemini,edit_dist,40,9.4,7.791514121638509
definition,fj->en,google_translate,edit_dist,40,9.6,6.176049687590746
definition,fj->en,microsoft_translate,edit_dist,40,9.775,6.561298730102221
definition,fj->en,chatgpt,exact_match,40,0.025,0.15811388300841897
definition,fj->en,gemini,exact_match,40,0.175,0.38480764425479264
definition,fj->en,google_translate,exact_match,40,0.125,0.3349320635285418
definition,fj->en,microsoft_translate,exact_match,40,0.075,0.26674678283691844
definition,fj->en,chatgpt,len_ratio,40,2.125,1.576062929890288
definition,fj->en,gemini,len_ratio,40,1.6333333333333333,1.3488414359639234
definition,fj->en,google_translate,len_ratio,40,1.4833333333333334,1.0733763329497958
definition,fj->en,microsoft_translate,len_ratio,40,1.3833333333333333,1.0454078117545773
definition,fj->en,chatgpt,llm_adequacy,40,1.425,1.083382641875874
definition,fj->en,gemini,llm_adequacy,40,2.575,1.5506408931429545
definition,fj->en,google_translate,llm_adequacy,40,2.225,1.3679012559954196
definition,fj->en,microsoft_translate,llm_adequacy,40,2.125,1.4355826120072073
definition,fj->en,chatgpt,llm_error_tags,0,,
definition,fj->en,gemini,llm_error_tags,0,,
definition,fj->en,google_translate,llm_error_tags,0,,
definition,fj->en,microsoft_translate,llm_error_tags,0,,
definition,fj->en,chatgpt,llm_fluency,40,2.45,1.1756067718634844
definition,fj->en,gemini,llm_fluency,40,3.55,1.175606771863484
definition,fj->en,google_translate,llm_fluency,40,3.325,1.0951524890895212
definition,fj->en,microsoft_translate,llm_fluency,40,3.05,1.2999013769296461
definition,fj->en,chatgpt,llm_overall,40,1.45,1.0848608560193684
definition,fj->en,gemini,llm_overall,40,2.65,1.5283643007795737
definition,fj->en,google_translate,llm_overall,40,2.25,1.3728129459672882
definition,fj->en,microsoft_translate,llm_overall,40,2.2,1.4535544409551755
definition,fj->en,chatgpt,llm_rationale,0,,
definition,fj->en,gemini,llm_rationale,0,,
definition,fj->en,google_translate,llm_rationale,0,,
definition,fj->en,microsoft_translate,llm_rationale,0,,
definition,fj->en,chatgpt,llm_terminology,40,1.575,1.1297265382746617
definition,fj->en,gemini,llm_terminology,40,2.95,1.4667249405672667
definition,fj->en,google_translate,llm_terminology,40,2.625,1.3902130439944476
definition,fj->en,microsoft_translate,llm_terminology,40,2.45,1.6004806970215109
definition,fj->en,chatgpt,meteor,40,0.045965608465608467,0.17948240628260023
definition,fj->en,gemini,meteor,40,0.24801939349636717,0.2530753150347871
definition,fj->en,google_translate,meteor,40,0.22556320385267753,0.2516349171966397
definition,fj->en,microsoft_translate,meteor,40,0.19833418287365656,0.2538996874228792
definition,fj->en,chatgpt,rouge1_f1,40,0.05833333333333333,0.22503560971771921
definition,fj->en,gemini,rouge1_f1,40,0.36625,0.42937852624859896
definition,fj->en,google_translate,rouge1_f1,40,0.2816666666666667,0.3686388298790388
definition,fj->en,microsoft_translate,rouge1_f1,40,0.2113888888888889,0.3461129288890543
definition,fj->en,chatgpt,rouge1_p,40,0.05500000000000001,0.22182228969408868
definition,fj->en,gemini,rouge1_p,40,0.35357142857142854,0.43421698736440595
definition,fj->en,google_translate,rouge1_p,40,0.25708333333333333,0.3649705818843838
definition,fj->en,microsoft_translate,rouge1_p,40,0.19958333333333333,0.34567922114530386
definition,fj->en,chatgpt,rouge1_r,40,0.075,0.26674678283691844
definition,fj->en,gemini,rouge1_r,40,0.4333333333333333,0.48304589153964794
definition,fj->en,google_translate,rouge1_r,40,0.38333333333333336,0.4732141417282708
definition,fj->en,microsoft_translate,rouge1_r,40,0.2758333333333333,0.43435038437908213
definition,fj->en,chatgpt,rouge2_f1,40,0.025,0.15811388300841894
definition,fj->en,gemini,rouge2_f1,40,0.05,0.22072142786315227
definition,fj->en,google_translate,rouge2_f1,40,0.025,0.15811388300841894
definition,fj->en,microsoft_translate,rouge2_f1,40,0.025,0.15811388300841894
definition,fj->en,chatgpt,rouge2_p,40,0.025,0.15811388300841894
definition,fj->en,gemini,rouge2_p,40,0.05,0.22072142786315227
definition,fj->en,google_translate,rouge2_p,40,0.025,0.15811388300841894
definition,fj->en,microsoft_translate,rouge2_p,40,0.025,0.15811388300841894
definition,fj->en,chatgpt,rouge2_r,40,0.025,0.15811388300841894
definition,fj->en,gemini,rouge2_r,40,0.05,0.22072142786315227
definition,fj->en,google_translate,rouge2_r,40,0.025,0.15811388300841894
definition,fj->en,microsoft_translate,rouge2_r,40,0.025,0.15811388300841894
definition,fj->en,chatgpt,rougeL_f1,40,0.05833333333333333,0.22503560971771921
definition,fj->en,gemini,rougeL_f1,40,0.36625,0.42937852624859896
definition,fj->en,google_translate,rougeL_f1,40,0.2816666666666667,0.3686388298790388
definition,fj->en,microsoft_translate,rougeL_f1,40,0.2113888888888889,0.3461129288890543
definition,fj->en,chatgpt,rougeL_p,40,0.05500000000000001,0.22182228969408868
definition,fj->en,gemini,rougeL_p,40,0.35357142857142854,0.43421698736440595
definition,fj->en,google_translate,rougeL_p,40,0.25708333333333333,0.3649705818843838
definition,fj->en,microsoft_translate,rougeL_p,40,0.19958333333333333,0.34567922114530386
definition,fj->en,chatgpt,rougeL_r,40,0.075,0.26674678283691844
definition,fj->en,gemini,rougeL_r,40,0.4333333333333333,0.48304589153964794
definition,fj->en,google_translate,rougeL_r,40,0.38333333333333336,0.4732141417282708
definition,fj->en,microsoft_translate,rougeL_r,40,0.2758333333333333,0.43435038437908213
definition,fj->en,chatgpt,ter,40,2.166666666666667,1.5409879540878553
definition,fj->en,gemini,ter,40,1.4083333333333334,1.3566077603289075
definition,fj->en,google_translate,ter,40,1.325,1.0411408929507853
definition,fj->en,microsoft_translate,ter,40,1.3208333333333333,1.0448540976950254
dictionary,fj->en,chatgpt,bertscore_f1,20,-0.4924984756857157,0.18311439578189256
dictionary,fj->en,gemini,bertscore_f1,20,-0.4741354927420616,0.16431846043873366
dictionary,fj->en,google_translate,bertscore_f1,20,-0.43914973735809326,0.21941201544475503
dictionary,fj->en,microsoft_translate,bertscore_f1,20,-0.4852136693894863,0.17882522620459507
dictionary,fj->en,chatgpt,bleu,20,9.12424462867664e-13,4.080486246611659e-12
dictionary,fj->en,gemini,bleu,20,6.825351197732908e-06,3.048887709034375e-05
dictionary,fj->en,google_translate,bleu,20,2.2054357608194843e-05,9.856048225457241e-05
dictionary,fj->en,microsoft_translate,bleu,20,5.992454988845986e-05,0.00026792112417011187
dictionary,fj->en,chatgpt,bleurt,20,0.08417261764407154,0.07703990335617475
dictionary,fj->en,gemini,bleurt,20,0.10284348838031288,0.0803409288679995
dictionary,fj->en,google_translate,bleurt,20,0.09847532510757442,0.08535057511787904
dictionary,fj->en,microsoft_translate,bleurt,20,0.1013253159821033,0.07679068793209066
dictionary,fj->en,chatgpt,chrf,20,0.027262956590544195,0.018393460251188584
dictionary,fj->en,gemini,chrf,20,0.0326138780692656,0.03390087353101937
dictionary,fj->en,google_translate,chrf,20,0.034022470884581234,0.036488014354238006
dictionary,fj->en,microsoft_translate,chrf,20,0.03460872978237077,0.03191949376810834
dictionary,fj->en,chatgpt,comet,20,0.33609637022018435,0.059318005308738535
dictionary,fj->en,gemini,comet,20,0.3439579293131828,0.09296264817794175
dictionary,fj->en,google_translate,comet,20,0.3399659737944603,0.07010657821525772
dictionary,fj->en,microsoft_translate,comet,20,0.3207647785544395,0.07105444779114028
dictionary,fj->en,chatgpt,edit_dist,20,128.95,105.81089139045237
dictionary,fj->en,gemini,edit_dist,20,129.4,105.85610889067142
dictionary,fj->en,google_translate,edit_dist,20,129.55,105.72231502732448
dictionary,fj->en,microsoft_translate,edit_dist,20,129.5,106.07767759623383
dictionary,fj->en,chatgpt,exact_match,20,0.0,0.0
dictionary,fj->en,gemini,exact_match,20,0.0,0.0
dictionary,fj->en,google_translate,exact_match,20,0.0,0.0
dictionary,fj->en,microsoft_translate,exact_match,20,0.0,0.0
dictionary,fj->en,chatgpt,len_ratio,20,0.12807589150153803,0.19572843069527368
dictionary,fj->en,gemini,len_ratio,20,0.10441884021948673,0.11733859664007285
dictionary,fj->en,google_translate,len_ratio,20,0.10643669736234389,0.1251934906058116
dictionary,fj->en,microsoft_translate,len_ratio,20,0.09480666073230724,0.10706559730415591
dictionary,fj->en,chatgpt,llm_adequacy,20,1.0,0.0
dictionary,fj->en,gemini,llm_adequacy,20,1.2,0.41039134083406165
dictionary,fj->en,google_translate,llm_adequacy,20,1.25,0.7163503994113789
dictionary,fj->en,microsoft_translate,llm_adequacy,20,1.15,0.36634754853252327
dictionary,fj->en,chatgpt,llm_error_tags,0,,
dictionary,fj->en,gemini,llm_error_tags,0,,
dictionary,fj->en,google_translate,llm_error_tags,0,,
dictionary,fj->en,microsoft_translate,llm_error_tags,0,,
dictionary,fj->en,chatgpt,llm_fluency,20,1.4,0.5982430416161189
dictionary,fj->en,gemini,llm_fluency,20,1.7,0.7326950970650464
dictionary,fj->en,google_translate,llm_fluency,20,1.5,1.0513149660756937
dictionary,fj->en,microsoft_translate,llm_fluency,20,1.8,1.105012502906165
dictionary,fj->en,chatgpt,llm_overall,20,1.0,0.0
dictionary,fj->en,gemini,llm_overall,20,1.2,0.41039134083406165
dictionary,fj->en,google_translate,llm_overall,20,1.25,0.7163503994113789
dictionary,fj->en,microsoft_translate,llm_overall,20,1.2,0.4103913408340617
dictionary,fj->en,chatgpt,llm_rationale,0,,
dictionary,fj->en,gemini,llm_rationale,0,,
dictionary,fj->en,google_translate,llm_rationale,0,,
dictionary,fj->en,microsoft_translate,llm_rationale,0,,
dictionary,fj->en,chatgpt,llm_terminology,20,1.1,0.3077935056255462
dictionary,fj->en,gemini,llm_terminology,20,1.45,0.7591546545162482
dictionary,fj->en,google_translate,llm_terminology,20,1.35,0.8750939799154206
dictionary,fj->en,microsoft_translate,llm_terminology,20,1.45,0.7591546545162482
dictionary,fj->en,chatgpt,meteor,20,0.00115207373271889,0.005152230362902723
dictionary,fj->en,gemini,meteor,20,0.009640683640443225,0.029690316611828527
dictionary,fj->en,google_translate,meteor,20,0.00873479432095418,0.02027674288685477
dictionary,fj->en,microsoft_translate,meteor,20,0.014580192603190911,0.024022570957921166
dictionary,fj->en,chatgpt,rouge1_f1,20,0.003999999999999995,0.017888543819998298
dictionary,fj->en,gemini,rouge1_f1,20,0.041567460317460315,0.1152763039173486
dictionary,fj->en,google_translate,rouge1_f1,20,0.02899999999999999,0.06622529330764954
dictionary,fj->en,microsoft_translate,rouge1_f1,20,0.030785714285714284,0.07266630616425653
dictionary,fj->en,chatgpt,rouge1_p,20,0.05,0.22360679774997896
dictionary,fj->en,gemini,rouge1_p,20,0.175,0.3725799101852973
dictionary,fj->en,google_translate,rouge1_p,20,0.2,0.41039134083406165
dictionary,fj->en,microsoft_translate,rouge1_p,20,0.2,0.41039134083406165
dictionary,fj->en,chatgpt,rouge1_r,20,0.0020833333333333303,0.00931694990624911
dictionary,fj->en,gemini,rouge1_r,20,0.025625,0.0756825061673177
dictionary,fj->en,google_translate,rouge1_r,20,0.015892857142857132,0.036979016170654334
dictionary,fj->en,microsoft_translate,rouge1_r,20,0.01708333333333332,0.041400465432307576
dictionary,fj->en,chatgpt,rouge2_f1,20,0.0,0.0
dictionary,fj->en,gemini,rouge2_f1,20,0.0,0.0
dictionary,fj->en,google_translate,rouge2_f1,20,0.0,0.0
dictionary,fj->en,microsoft_translate,rouge2_f1,20,0.0,0.0
dictionary,fj->en,chatgpt,rouge2_p,20,0.0,0.0
dictionary,fj->en,gemini,rouge2_p,20,0.0,0.0
dictionary,fj->en,google_translate,rouge2_p,20,0.0,0.0
dictionary,fj->en,microsoft_translate,rouge2_p,20,0.0,0.0
dictionary,fj->en,chatgpt,rouge2_r,20,0.0,0.0
dictionary,fj->en,gemini,rouge2_r,20,0.0,0.0
dictionary,fj->en,google_translate,rouge2_r,20,0.0,0.0
dictionary,fj->en,microsoft_translate,rouge2_r,20,0.0,0.0
dictionary,fj->en,chatgpt,rougeL_f1,20,0.003999999999999995,0.017888543819998298
dictionary,fj->en,gemini,rougeL_f1,20,0.041567460317460315,0.1152763039173486
dictionary,fj->en,google_translate,rougeL_f1,20,0.02899999999999999,0.06622529330764954
dictionary,fj->en,microsoft_translate,rougeL_f1,20,0.030785714285714284,0.07266630616425653
dictionary,fj->en,chatgpt,rougeL_p,20,0.05,0.22360679774997896
dictionary,fj->en,gemini,rougeL_p,20,0.175,0.3725799101852973
dictionary,fj->en,google_translate,rougeL_p,20,0.2,0.41039134083406165
dictionary,fj->en,microsoft_translate,rougeL_p,20,0.2,0.41039134083406165
dictionary,fj->en,chatgpt,rougeL_r,20,0.0020833333333333303,0.00931694990624911
dictionary,fj->en,gemini,rougeL_r,20,0.025625,0.0756825061673177
dictionary,fj->en,google_translate,rougeL_r,20,0.015892857142857132,0.036979016170654334
dictionary,fj->en,microsoft_translate,rougeL_r,20,0.01708333333333332,0.041400465432307576
dictionary,fj->en,chatgpt,ter,20,0.9979166666666666,0.009316949906249065
dictionary,fj->en,gemini,ter,20,0.9945588235294117,0.01680864374248702
dictionary,fj->en,google_translate,ter,20,0.9945833333333333,0.01715831852883151
dictionary,fj->en,microsoft_translate,ter,20,0.9862500000000001,0.039853074459314276
idiom,fj->en,chatgpt,bertscore_f1,20,-0.15129162498051302,0.23608702706729426
idiom,fj->en,gemini,bertscore_f1,20,-0.14978123070904986,0.21279159337475578
idiom,fj->en,google_translate,bertscore_f1,20,-0.23370824947196525,0.24683758696978195
idiom,fj->en,microsoft_translate,bertscore_f1,20,-0.11317622838541866,0.1787722700526668
idiom,fj->en,chatgpt,bleu,20,0.0014519481959014563,0.003179331912335636
idiom,fj->en,gemini,bleu,20,0.0026726821995868765,0.00840835074972374
idiom,fj->en,google_translate,bleu,20,0.0008501671173579084,0.001795205650868519
idiom,fj->en,microsoft_translate,bleu,20,0.0011646563958470086,0.003035353752592696
idiom,fj->en,chatgpt,bleurt,20,0.17275055423378943,0.07757117985656123
idiom,fj->en,gemini,bleurt,20,0.21400505043566223,0.07680236997376394
idiom,fj->en,google_translate,bleurt,20,0.1868371974676847,0.09418990487675044
idiom,fj->en,microsoft_translate,bleurt,20,0.19235727116465567,0.08490889627964963
idiom,fj->en,chatgpt,chrf,20,0.038465958261329716,0.02440825929603146
idiom,fj->en,gemini,chrf,20,0.049706672482860134,0.040224878935957414
idiom,fj->en,google_translate,chrf,20,0.04829970426943421,0.04442774262324327
idiom,fj->en,microsoft_translate,chrf,20,0.05411753441572744,0.04533880998562073
idiom,fj->en,chatgpt,comet,20,0.3498828947544098,0.0651693606920851
idiom,fj->en,gemini,comet,20,0.349831224232912,0.07042583319579988
idiom,fj->en,google_translate,comet,20,0.35119707733392713,0.048763410109354914
idiom,fj->en,microsoft_translate,comet,20,0.3668293714523315,0.06590178528586077
idiom,fj->en,chatgpt,edit_dist,20,245.7,375.27535154028465
idiom,fj->en,gemini,edit_dist,20,245.0,374.25912779362125
idiom,fj->en,google_translate,edit_dist,20,245.2,375.33782677812576
idiom,fj->en,microsoft_translate,edit_dist,20,241.6,369.4727965201512
idiom,fj->en,chatgpt,exact_match,20,0.0,0.0
idiom,fj->en,gemini,exact_match,20,0.0,0.0
idiom,fj->en,google_translate,exact_match,20,0.0,0.0
idiom,fj->en,microsoft_translate,exact_match,20,0.0,0.0
idiom,fj->en,chatgpt,len_ratio,20,0.18190668150684394,0.1500741004309236
idiom,fj->en,gemini,len_ratio,20,0.1618767414662316,0.13081585248266672
idiom,fj->en,google_translate,len_ratio,20,0.14806431089988875,0.10096564337224342
idiom,fj->en,microsoft_translate,len_ratio,20,0.20963092507681477,0.2353283045928511
idiom,fj->en,chatgpt,llm_adequacy,20,1.05,0.22360679774997896
idiom,fj->en,gemini,llm_adequacy,20,1.35,0.6708203932499369
idiom,fj->en,google_translate,llm_adequacy,20,1.2,0.41039134083406165
idiom,fj->en,microsoft_translate,llm_adequacy,20,1.3,0.5712405705774795
idiom,fj->en,chatgpt,llm_error_tags,0,,
idiom,fj->en,gemini,llm_error_tags,0,,
idiom,fj->en,google_translate,llm_error_tags,0,,
idiom,fj->en,microsoft_translate,llm_error_tags,0,,
