domain,direction,system,metric,n,mean,std
idiom,fj->en,chatgpt,llm_fluency,20,1.8,0.7677718959499144
idiom,fj->en,gemini,llm_fluency,20,2.5,0.6882472016116853
idiom,fj->en,google_translate,llm_fluency,20,2.0,0.7947194142390263
idiom,fj->en,microsoft_translate,llm_fluency,20,2.15,0.8750939799154205
idiom,fj->en,chatgpt,llm_overall,20,1.1,0.3077935056255463
idiom,fj->en,gemini,llm_overall,20,1.35,0.6708203932499369
idiom,fj->en,google_translate,llm_overall,20,1.2,0.41039134083406165
idiom,fj->en,microsoft_translate,llm_overall,20,1.3,0.5712405705774795
idiom,fj->en,chatgpt,llm_rationale,0,,
idiom,fj->en,gemini,llm_rationale,0,,
idiom,fj->en,google_translate,llm_rationale,0,,
idiom,fj->en,microsoft_translate,llm_rationale,0,,
idiom,fj->en,chatgpt,llm_terminology,20,1.15,0.4893604849295929
idiom,fj->en,gemini,llm_terminology,20,1.9,1.020835571068081
idiom,fj->en,google_translate,llm_terminology,20,1.4,0.6805570473787205
idiom,fj->en,microsoft_translate,llm_terminology,20,1.35,0.6708203932499369
idiom,fj->en,chatgpt,meteor,20,0.02690589434010924,0.029712060127129476
idiom,fj->en,gemini,meteor,20,0.04081403581191557,0.05543251657417323
idiom,fj->en,google_translate,meteor,20,0.031146203103983795,0.05482514273590916
idiom,fj->en,microsoft_translate,meteor,20,0.02753755974023419,0.027855268035843102
idiom,fj->en,chatgpt,rouge1_f1,20,0.056550625220506336,0.06930713484444086
idiom,fj->en,gemini,rouge1_f1,20,0.08559563680083407,0.0740888280618977
idiom,fj->en,google_translate,rouge1_f1,20,0.0762906942110503,0.10171246162420101
idiom,fj->en,microsoft_translate,rouge1_f1,20,0.0749147786997191,0.06771845669972629
idiom,fj->en,chatgpt,rouge1_p,20,0.20875,0.2312481231155065
idiom,fj->en,gemini,rouge1_p,20,0.37958333333333333,0.2627518980740586
idiom,fj->en,google_translate,rouge1_p,20,0.29874999999999996,0.35237279739767746
idiom,fj->en,microsoft_translate,rouge1_p,20,0.30225357975357975,0.2997286872318576
idiom,fj->en,chatgpt,rouge1_r,20,0.03440974179054211,0.04309484872537135
idiom,fj->en,gemini,rouge1_r,20,0.05162105432479337,0.04873333270547713
idiom,fj->en,google_translate,rouge1_r,20,0.04642973118115608,0.06262689882033197
idiom,fj->en,microsoft_translate,rouge1_r,20,0.04792402633536319,0.04981068394811862
idiom,fj->en,chatgpt,rouge2_f1,20,0.00222222222222222,0.009938079899999055
idiom,fj->en,gemini,rouge2_f1,20,0.017317043445634412,0.03782292092249023
idiom,fj->en,google_translate,rouge2_f1,20,0.015454545454545443,0.04190730857742325
idiom,fj->en,microsoft_translate,rouge2_f1,20,0.00606060606060606,0.021086435573892705
idiom,fj->en,chatgpt,rouge2_p,20,0.00714285714285714,0.03194382824999698
idiom,fj->en,gemini,rouge2_p,20,0.09928571428571428,0.24862565306063683
idiom,fj->en,google_translate,rouge2_p,20,0.08333333333333333,0.1752191610126156
idiom,fj->en,microsoft_translate,rouge2_p,20,0.035333333333333335,0.14886863788262872
idiom,fj->en,chatgpt,rouge2_r,20,0.0013157894736842098,0.005884389414473129
idiom,fj->en,gemini,rouge2_r,20,0.010642589118198865,0.024276660618099886
idiom,fj->en,google_translate,rouge2_r,20,0.009003530166880611,0.02487123793636439
idiom,fj->en,microsoft_translate,rouge2_r,20,0.00365853658536585,0.011935621583648595
idiom,fj->en,chatgpt,rougeL_f1,20,0.0490139054702438,0.05734774606183352
idiom,fj->en,gemini,rougeL_f1,20,0.07782141875341242,0.06796226067734519
idiom,fj->en,google_translate,rougeL_f1,20,0.0694924485970152,0.08920447475727188
idiom,fj->en,microsoft_translate,rougeL_f1,20,0.07197360222913088,0.059863366477435
idiom,fj->en,chatgpt,rougeL_p,20,0.18416666666666665,0.20643698329072588
idiom,fj->en,gemini,rougeL_p,20,0.34249999999999997,0.24923714018336757
idiom,fj->en,google_translate,rougeL_p,20,0.2791071428571429,0.32840849793283444
idiom,fj->en,microsoft_translate,rougeL_p,20,0.2984074259074259,0.2996292312071148
idiom,fj->en,chatgpt,rougeL_r,20,0.02986682094327344,0.03579142465846557
idiom,fj->en,gemini,rougeL_r,20,0.047070461129382055,0.04522920983420841
idiom,fj->en,google_translate,rougeL_r,20,0.04231682795534962,0.05519065083805352
idiom,fj->en,microsoft_translate,rougeL_r,20,0.04554307395441081,0.04195938211536432
idiom,fj->en,chatgpt,ter,20,0.9748180078991933,0.03362880994285144
idiom,fj->en,gemini,ter,20,0.9690042053248972,0.03867862871995254
idiom,fj->en,google_translate,ter,20,0.9695002819233511,0.047243209337069984
idiom,fj->en,microsoft_translate,ter,20,0.9743471539884739,0.03326629249272279
legal,en->fj,chatgpt,bertscore_f1,65,0.06783569565472693,0.13107395291485271
legal,en->fj,gemini,bertscore_f1,65,0.22246801246387451,0.13334509344243115
legal,en->fj,google_translate,bertscore_f1,65,0.2772320111998572,0.1862633788691268
legal,en->fj,microsoft_translate,bertscore_f1,65,0.24314400817339235,0.20522132078662716
legal,en->fj,chatgpt,bleu,65,0.04245061863758288,0.035931049307878514
legal,en->fj,gemini,bleu,65,0.1209671453269352,0.12521385034154
legal,en->fj,google_translate,bleu,65,0.1485739157532129,0.13151604390878557
legal,en->fj,microsoft_translate,bleu,65,0.14137517380310202,0.11895998201651285
legal,en->fj,chatgpt,bleurt,65,0.39674725349132833,0.08010290805335427
legal,en->fj,gemini,bleurt,65,0.4748256600820101,0.11985048578666231
legal,en->fj,google_translate,bleurt,65,0.4903603127369514,0.14229766950298026
legal,en->fj,microsoft_translate,bleurt,65,0.4743322876783518,0.1267197588005999
legal,en->fj,chatgpt,chrf,65,0.2922607480756394,0.09708649173174656
legal,en->fj,gemini,chrf,65,0.4580624967503618,0.12695035152002504
legal,en->fj,google_translate,chrf,65,0.4813031920110062,0.17540939546217932
legal,en->fj,microsoft_translate,chrf,65,0.48088839292192165,0.1631154323707263
legal,en->fj,chatgpt,comet,65,0.6046824977948115,0.0858969838133844
legal,en->fj,gemini,comet,65,0.6857375337527348,0.07620176156928485
legal,en->fj,google_translate,comet,65,0.6928100677636954,0.08664824154426719
legal,en->fj,microsoft_translate,comet,65,0.6773516845244628,0.10865776238430198
legal,en->fj,chatgpt,edit_dist,65,136.1076923076923,157.6516257326699
legal,en->fj,gemini,edit_dist,65,121.32307692307693,144.84033317893403
legal,en->fj,google_translate,edit_dist,65,112.35384615384615,134.88136347004527
legal,en->fj,microsoft_translate,edit_dist,65,115.84615384615384,140.98207230544762
legal,en->fj,chatgpt,exact_match,65,0.0,0.0
legal,en->fj,gemini,exact_match,65,0.0,0.0
legal,en->fj,google_translate,exact_match,65,0.015384615384615385,0.12403473458920847
legal,en->fj,microsoft_translate,exact_match,65,0.015384615384615385,0.12403473458920847
legal,en->fj,chatgpt,len_ratio,65,1.2355522886200856,0.5169460079530531
legal,en->fj,gemini,len_ratio,65,1.1608798812430292,0.3719625051314059
legal,en->fj,google_translate,len_ratio,65,1.0849420600280526,0.3568786685101986
legal,en->fj,microsoft_translate,len_ratio,65,1.0930163653015783,0.3247556335285144
legal,en->fj,chatgpt,llm_adequacy,65,2.1076923076923078,0.6403875028809931
legal,en->fj,gemini,llm_adequacy,65,3.3692307692307693,0.7409712960287069
legal,en->fj,google_translate,llm_adequacy,61,3.360655737704918,0.7534982168801264
legal,en->fj,microsoft_translate,llm_adequacy,65,3.476923076923077,0.6400120191179106
legal,en->fj,chatgpt,llm_error_tags,0,,
legal,en->fj,gemini,llm_error_tags,0,,
legal,en->fj,google_translate,llm_error_tags,0,,
legal,en->fj,microsoft_translate,llm_error_tags,0,,
legal,en->fj,chatgpt,llm_fluency,65,2.9076923076923076,0.7009608789698281
legal,en->fj,gemini,llm_fluency,65,3.9692307692307693,0.5854813929908119
legal,en->fj,google_translate,llm_fluency,61,3.7868852459016393,0.5806534852606633
legal,en->fj,microsoft_translate,llm_fluency,65,3.923076923076923,0.4439767838698151
legal,en->fj,chatgpt,llm_overall,65,2.0923076923076924,0.630552260995196
legal,en->fj,gemini,llm_overall,65,3.3692307692307693,0.7409712960287069
legal,en->fj,google_translate,llm_overall,61,3.3114754098360657,0.7425403155510004
legal,en->fj,microsoft_translate,llm_overall,65,3.4307692307692306,0.6366226995155464
legal,en->fj,chatgpt,llm_rationale,0,,
legal,en->fj,gemini,llm_rationale,0,,
legal,en->fj,google_translate,llm_rationale,0,,
legal,en->fj,microsoft_translate,llm_rationale,0,,
legal,en->fj,chatgpt,llm_terminology,65,2.276923076923077,0.649704074648901
legal,en->fj,gemini,llm_terminology,65,3.4923076923076923,0.7929982054495167
legal,en->fj,google_translate,llm_terminology,61,3.5245901639344264,0.6977716287594669
legal,en->fj,microsoft_translate,llm_terminology,65,3.6923076923076925,0.7483957200880788
legal,en->fj,chatgpt,meteor,65,0.2363368039885427,0.10260509729855517
legal,en->fj,gemini,meteor,65,0.37004514787547715,0.16309494482640358
legal,en->fj,google_translate,meteor,65,0.41362977159213526,0.18806305104010967
legal,en->fj,microsoft_translate,meteor,65,0.4086440069811033,0.18503228333979974
legal,en->fj,chatgpt,rouge1_f1,65,0.35070610654520984,0.11162513736870115
legal,en->fj,gemini,rouge1_f1,65,0.4809700492128299,0.14528805892357768
legal,en->fj,google_translate,rouge1_f1,65,0.5392622810699712,0.15474662679843668
legal,en->fj,microsoft_translate,rouge1_f1,65,0.5179856457620929,0.16376966233924506
legal,en->fj,chatgpt,rouge1_p,65,0.334304469888668,0.11869099057179042
legal,en->fj,gemini,rouge1_p,65,0.45918348883858634,0.14959374648187806
legal,en->fj,google_translate,rouge1_p,65,0.5403524073916356,0.16850499002890232
legal,en->fj,microsoft_translate,rouge1_p,65,0.5119014248882274,0.17467894581066473
legal,en->fj,chatgpt,rouge1_r,65,0.3906585631650232,0.12782390038273034
legal,en->fj,gemini,rouge1_r,65,0.5263500715721255,0.17245822050325385
legal,en->fj,google_translate,rouge1_r,65,0.5613866104687819,0.1689745359564412
legal,en->fj,microsoft_translate,rouge1_r,65,0.545202227184865,0.17910955447875676
legal,en->fj,chatgpt,rouge2_f1,65,0.07629143549703837,0.0696118126514871
legal,en->fj,gemini,rouge2_f1,65,0.19934222648511205,0.15713850660052084
legal,en->fj,google_translate,rouge2_f1,65,0.25265326545196654,0.19725658747756225
legal,en->fj,microsoft_translate,rouge2_f1,65,0.24428010585581364,0.17237566844258667
legal,en->fj,chatgpt,rouge2_p,65,0.0725882027642643,0.06886397124485727
legal,en->fj,gemini,rouge2_p,65,0.19211510228358364,0.17211750812494034
legal,en->fj,google_translate,rouge2_p,65,0.25395074507016163,0.21679155365429711
legal,en->fj,microsoft_translate,rouge2_p,65,0.24284825625458695,0.19228072387928943
legal,en->fj,chatgpt,rouge2_r,65,0.08475981224115395,0.07877461452783367
legal,en->fj,gemini,rouge2_r,65,0.21682985667049604,0.15809515462969656
legal,en->fj,google_translate,rouge2_r,65,0.2637426840462742,0.19992447807899233
legal,en->fj,microsoft_translate,rouge2_r,65,0.2572130449526867,0.17356086313757718
legal,en->fj,chatgpt,rougeL_f1,65,0.2909487093300511,0.090194283727846
legal,en->fj,gemini,rougeL_f1,65,0.4232975648365851,0.14577358789873093
legal,en->fj,google_translate,rougeL_f1,65,0.47605736128186127,0.15753486388558136
legal,en->fj,microsoft_translate,rougeL_f1,65,0.46217505747081616,0.15624525985769347
legal,en->fj,chatgpt,rougeL_p,65,0.27668020677583094,0.09412704943520962
legal,en->fj,gemini,rougeL_p,65,0.4043410143070445,0.15100442937665692
legal,en->fj,google_translate,rougeL_p,65,0.4770160901789868,0.17224903773093617
legal,en->fj,microsoft_translate,rougeL_p,65,0.45660308998772475,0.16728630548554135
legal,en->fj,chatgpt,rougeL_r,65,0.32506220007557757,0.106963590448891
legal,en->fj,gemini,rougeL_r,65,0.4628848864659326,0.1652916575814181
legal,en->fj,google_translate,rougeL_r,65,0.49624991298847904,0.1696657097636908
legal,en->fj,microsoft_translate,rougeL_r,65,0.48748599170824164,0.17295012130691317
legal,en->fj,chatgpt,ter,65,1.0353925478787778,0.4513943223711513
legal,en->fj,gemini,ter,65,0.8439591163534735,0.3175661986832956
legal,en->fj,google_translate,ter,65,0.7550881481312762,0.3256341059992547
legal,en->fj,microsoft_translate,ter,65,0.7759850686992122,0.306322693146787
legal,fj->en,chatgpt,bertscore_f1,46,0.2624589354862742,0.15082749468074072
legal,fj->en,gemini,bertscore_f1,46,0.3991896396745806,0.17175461977665524
legal,fj->en,google_translate,bertscore_f1,46,0.41994232988066,0.177094623146717
legal,fj->en,microsoft_translate,bertscore_f1,46,0.41501826833447686,0.1666691444163665
legal,fj->en,chatgpt,bleu,46,0.049989171753774875,0.08081074449741589
legal,fj->en,gemini,bleu,46,0.13723458072101624,0.12849119961843078
legal,fj->en,google_translate,bleu,46,0.1388782682968401,0.1297048542105323
legal,fj->en,microsoft_translate,bleu,46,0.1425962788452594,0.14586984785892337
legal,fj->en,chatgpt,bleurt,46,0.38796572759747505,0.1155969312464499
legal,fj->en,gemini,bleurt,46,0.5014230239650478,0.14623810399057108
legal,fj->en,google_translate,bleurt,46,0.4896271630473759,0.11957341645712849
legal,fj->en,microsoft_translate,bleurt,46,0.4898949187734853,0.12830577866325474
legal,fj->en,chatgpt,chrf,46,0.299751965117036,0.12936242212996168
legal,fj->en,gemini,chrf,46,0.4345930723071812,0.16648628426116
legal,fj->en,google_translate,chrf,46,0.4146845521489328,0.14485487644206752
legal,fj->en,microsoft_translate,chrf,46,0.4170058106215963,0.1472781539105641
legal,fj->en,chatgpt,comet,46,0.5594502693932989,0.07443896441498712
legal,fj->en,gemini,comet,46,0.6493713071812754,0.08740836815857057
legal,fj->en,google_translate,comet,46,0.6612683281950329,0.09129719910017862
legal,fj->en,microsoft_translate,comet,46,0.6426449424546697,0.09912130927426169
legal,fj->en,chatgpt,edit_dist,46,143.17391304347825,137.63902940466755
legal,fj->en,gemini,edit_dist,46,119.0,116.9442412244209
legal,fj->en,google_translate,edit_dist,46,119.1086956521739,109.67390619688481
legal,fj->en,microsoft_translate,edit_dist,46,120.69565217391305,118.38916421234906
legal,fj->en,chatgpt,exact_match,46,0.0,0.0
legal,fj->en,gemini,exact_match,46,0.0,0.0
legal,fj->en,google_translate,exact_match,46,0.0,0.0
legal,fj->en,microsoft_translate,exact_match,46,0.0,0.0
legal,fj->en,chatgpt,len_ratio,46,1.0896325257889778,0.4127153795353237
legal,fj->en,gemini,len_ratio,46,1.0417160116814377,0.33147697196440795
legal,fj->en,google_translate,len_ratio,46,0.9390491797755267,0.304686727145721
legal,fj->en,microsoft_translate,len_ratio,46,0.9849049221738922,0.3374854432476646
legal,fj->en,chatgpt,llm_adequacy,46,1.7826086956521738,0.6637617871984857
legal,fj->en,gemini,llm_adequacy,46,2.847826086956522,0.98809336725608
legal,fj->en,google_translate,llm_adequacy,46,2.5434782608695654,0.7804990352084702
legal,fj->en,microsoft_translate,llm_adequacy,46,2.4565217391304346,0.8355044182110836
legal,fj->en,chatgpt,llm_error_tags,0,,
legal,fj->en,gemini,llm_error_tags,0,,
legal,fj->en,google_translate,llm_error_tags,0,,
legal,fj->en,microsoft_translate,llm_error_tags,0,,
legal,fj->en,chatgpt,llm_fluency,46,2.9782608695652173,0.6494144519756107
legal,fj->en,gemini,llm_fluency,46,3.8260869565217392,0.7088127107615934
legal,fj->en,google_translate,llm_fluency,46,3.5434782608695654,0.6220582944862405
legal,fj->en,microsoft_translate,llm_fluency,46,3.4130434782608696,0.652383219231074
legal,fj->en,chatgpt,llm_overall,46,1.7826086956521738,0.6637617871984857
legal,fj->en,gemini,llm_overall,46,2.869565217391304,0.9799930986644505
legal,fj->en,google_translate,llm_overall,46,2.5434782608695654,0.7804990352084702
legal,fj->en,microsoft_translate,llm_overall,46,2.4565217391304346,0.8355044182110836
legal,fj->en,chatgpt,llm_rationale,0,,
legal,fj->en,gemini,llm_rationale,0,,
legal,fj->en,google_translate,llm_rationale,0,,
legal,fj->en,microsoft_translate,llm_rationale,0,,
legal,fj->en,chatgpt,llm_terminology,46,2.239130434782609,0.7358980185595059
legal,fj->en,gemini,llm_terminology,46,3.1739130434782608,0.9262672478786853
legal,fj->en,google_translate,llm_terminology,46,2.9130434782608696,0.8386785096281396
legal,fj->en,microsoft_translate,llm_terminology,46,2.782608695652174,1.0091370015625754
legal,fj->en,chatgpt,meteor,46,0.24761436635562462,0.15996649626123516
legal,fj->en,gemini,meteor,46,0.3973263509884973,0.217310156510546
legal,fj->en,google_translate,meteor,46,0.3773618767819879,0.17191006049304547
legal,fj->en,microsoft_translate,meteor,46,0.38362656982741883,0.18347370053327547
legal,fj->en,chatgpt,rouge1_f1,46,0.31328344538490016,0.14715866412298523
legal,fj->en,gemini,rouge1_f1,46,0.4594956576269441,0.1746929110458405
legal,fj->en,google_translate,rouge1_f1,46,0.45200023123646277,0.16010282186707334
legal,fj->en,microsoft_translate,rouge1_f1,46,0.4723240169674124,0.16199590222280882
legal,fj->en,chatgpt,rouge1_p,46,0.3133880413864132,0.14690621042335034
legal,fj->en,gemini,rouge1_p,46,0.4671594582570753,0.178646148230063
legal,fj->en,google_translate,rouge1_p,46,0.4881482813321405,0.1798345445050479
legal,fj->en,microsoft_translate,rouge1_p,46,0.5003547323915727,0.17861684646199938
legal,fj->en,chatgpt,rouge1_r,46,0.3293142092859683,0.16583186246018514
legal,fj->en,gemini,rouge1_r,46,0.46741884288186736,0.18307081861149804
legal,fj->en,google_translate,rouge1_r,46,0.4389473437224303,0.165986284438276
legal,fj->en,microsoft_translate,rouge1_r,46,0.4710036917357486,0.18186875971105312
legal,fj->en,chatgpt,rouge2_f1,46,0.08660963930106123,0.11505335551508585
legal,fj->en,gemini,rouge2_f1,46,0.21119816279370549,0.16480385146687113
legal,fj->en,google_translate,rouge2_f1,46,0.2129585228895467,0.14979037215805927
legal,fj->en,microsoft_translate,rouge2_f1,46,0.21491043483115788,0.1759153035879119
legal,fj->en,chatgpt,rouge2_p,46,0.0871180057230976,0.11010418161461147
legal,fj->en,gemini,rouge2_p,46,0.21256986183316884,0.16754102814051028
legal,fj->en,google_translate,rouge2_p,46,0.2298307463770524,0.16333169606991932
legal,fj->en,microsoft_translate,rouge2_p,46,0.2256028631862952,0.19354853957226464
legal,fj->en,chatgpt,rouge2_r,46,0.09014221738083901,0.12510191616759106
legal,fj->en,gemini,rouge2_r,46,0.21587806273249682,0.16736917213791314
legal,fj->en,google_translate,rouge2_r,46,0.20822219009657783,0.1505285943800193
legal,fj->en,microsoft_translate,rouge2_r,46,0.21596052340033614,0.17951079620480814
legal,fj->en,chatgpt,rougeL_f1,46,0.26125354342454427,0.1351798104589168
legal,fj->en,gemini,rougeL_f1,46,0.4045550796577236,0.17002012458047214
legal,fj->en,google_translate,rougeL_f1,46,0.402079288165594,0.1456786426551271
legal,fj->en,microsoft_translate,rougeL_f1,46,0.41139619823733314,0.1623638591865373
legal,fj->en,chatgpt,rougeL_p,46,0.262711318212159,0.13642829551754146
legal,fj->en,gemini,rougeL_p,46,0.4109691053378269,0.1698578774757822
legal,fj->en,google_translate,rougeL_p,46,0.4356265032305483,0.16353528142438403
legal,fj->en,microsoft_translate,rougeL_p,46,0.4355226865571115,0.17308101919850874
legal,fj->en,chatgpt,rougeL_r,46,0.2729095233824159,0.1472513638880988
legal,fj->en,gemini,rougeL_r,46,0.4116063164284347,0.1787053780754504
legal,fj->en,google_translate,rougeL_r,46,0.3892373205291261,0.1498665365470777
legal,fj->en,microsoft_translate,rougeL_r,46,0.409985410081028,0.17934137006356943
legal,fj->en,chatgpt,ter,46,0.9677957333190426,0.31362739832308845
legal,fj->en,gemini,ter,46,0.8075874491355127,0.2868191071796375
legal,fj->en,google_translate,ter,46,0.778242939452034,0.24623700785325311
legal,fj->en,microsoft_translate,ter,46,0.771643132911785,0.24969259333656654
medical,en->fj,chatgpt,bertscore_f1,58,0.07940671577294968,0.13320317814441374
medical,en->fj,gemini,bertscore_f1,58,0.35501127677231,0.18569328845643443
medical,en->fj,google_translate,bertscore_f1,58,0.37905013227257234,0.16153713469041778
medical,en->fj,microsoft_translate,bertscore_f1,58,0.44006377792563933,0.19262022170114595
medical,en->fj,chatgpt,bleu,58,0.05138009762898061,0.06135632113962559
medical,en->fj,gemini,bleu,58,0.2011674691182741,0.15931923956385244
medical,en->fj,google_translate,bleu,58,0.22709921586912937,0.1765533313598505
medical,en->fj,microsoft_translate,bleu,58,0.24838611213064737,0.20236069523274688
medical,en->fj,chatgpt,bleurt,58,0.40996177340375967,0.07303843942416811
medical,en->fj,gemini,bleurt,58,0.5494902758248921,0.10556969457419618
medical,en->fj,google_translate,bleurt,58,0.567987276562329,0.1097383949220424
medical,en->fj,microsoft_translate,bleurt,58,0.5932118933776329,0.11840846635842193
medical,en->fj,chatgpt,chrf,58,0.24418768173827404,0.0930538002420497
medical,en->fj,gemini,chrf,58,0.5144277689503067,0.1345187250065701
medical,en->fj,google_translate,chrf,58,0.5539877075235782,0.13699876961923915
medical,en->fj,microsoft_translate,chrf,58,0.5685248993376447,0.14302045815781933
medical,en->fj,chatgpt,comet,58,0.5615812319106069,0.08580550244679616
medical,en->fj,gemini,comet,58,0.6777328627890554,0.1049486211623102
medical,en->fj,google_translate,comet,58,0.7060227157740757,0.0850242774582225
medical,en->fj,microsoft_translate,comet,58,0.714303202670196,0.08686923590269785
medical,en->fj,chatgpt,edit_dist,58,48.8448275862069,19.767776121171792
medical,en->fj,gemini,edit_dist,58,36.275862068965516,17.870678821032538
medical,en->fj,google_translate,edit_dist,58,34.36206896551724,19.203159714294525
medical,en->fj,microsoft_translate,edit_dist,58,30.224137931034484,16.019771888171892
medical,en->fj,chatgpt,exact_match,58,0.0,0.0
medical,en->fj,gemini,exact_match,58,0.0,0.0
medical,en->fj,google_translate,exact_match,58,0.0,0.0
medical,en->fj,microsoft_translate,exact_match,58,0.034482758620689655,0.18405922400991945
medical,en->fj,chatgpt,len_ratio,58,0.9794027479169467,0.28324783333020703
medical,en->fj,gemini,len_ratio,58,1.003172558539405,0.2378178930398538
medical,en->fj,google_translate,len_ratio,58,1.0544284591901225,0.23452516522308645
medical,en->fj,microsoft_translate,len_ratio,58,0.9443544689418503,0.1705710717585175
medical,en->fj,chatgpt,llm_adequacy,58,1.896551724137931,0.6672713531099518
medical,en->fj,gemini,llm_adequacy,58,3.293103448275862,0.7010923979863257
medical,en->fj,google_translate,llm_adequacy,58,3.3620689655172415,0.583344136102547
medical,en->fj,microsoft_translate,llm_adequacy,58,3.689655172413793,0.6807348081359322
medical,en->fj,chatgpt,llm_error_tags,0,,
medical,en->fj,gemini,llm_error_tags,0,,
medical,en->fj,google_translate,llm_error_tags,0,,
medical,en->fj,microsoft_translate,llm_error_tags,0,,
medical,en->fj,chatgpt,llm_fluency,58,2.793103448275862,0.6423263828406583
medical,en->fj,gemini,llm_fluency,58,3.896551724137931,0.6124341761240097
medical,en->fj,google_translate,llm_fluency,58,4.068965517241379,0.36811844801983884
medical,en->fj,microsoft_translate,llm_fluency,58,4.137931034482759,0.43722714246451244
medical,en->fj,chatgpt,llm_overall,58,1.8793103448275863,0.6773940315106084
medical,en->fj,gemini,llm_overall,58,3.2413793103448274,0.6833956709499998
medical,en->fj,google_translate,llm_overall,58,3.3793103448275863,0.5565427808431719
medical,en->fj,microsoft_translate,llm_overall,58,3.6551724137931036,0.6366503388536697
medical,en->fj,chatgpt,llm_rationale,0,,
medical,en->fj,gemini,llm_rationale,0,,
medical,en->fj,google_translate,llm_rationale,0,,
medical,en->fj,microsoft_translate,llm_rationale,0,,
medical,en->fj,chatgpt,llm_terminology,58,2.086206896551724,0.6827314274712029
medical,en->fj,gemini,llm_terminology,58,3.6724137931034484,0.7105207142796386
medical,en->fj,google_translate,llm_terminology,58,3.7241379310344827,0.7444084770079249
medical,en->fj,microsoft_translate,llm_terminology,58,3.9310344827586206,0.7221330237935644
medical,en->fj,chatgpt,meteor,58,0.20651880577464327,0.15164024630701073
medical,en->fj,gemini,meteor,58,0.4703284041407097,0.19889999020997826
medical,en->fj,google_translate,meteor,58,0.48794942241771777,0.20167726823204918
medical,en->fj,microsoft_translate,meteor,58,0.5028279912784139,0.18802393766424508
medical,en->fj,chatgpt,rouge1_f1,58,0.31620375088391695,0.1602551539060549
medical,en->fj,gemini,rouge1_f1,58,0.5557277331317172,0.16554694335878267
medical,en->fj,google_translate,rouge1_f1,58,0.5822087401091112,0.14217441306867742
medical,en->fj,microsoft_translate,rouge1_f1,58,0.6075241461674834,0.1603380365360179
medical,en->fj,chatgpt,rouge1_p,58,0.3276899199380586,0.1654347067281359
medical,en->fj,gemini,rouge1_p,58,0.5637994325500998,0.17239895385212467
medical,en->fj,google_translate,rouge1_p,58,0.5803819641373134,0.15182032649975544
medical,en->fj,microsoft_translate,rouge1_p,58,0.631547888847248,0.16752136445032548
medical,en->fj,chatgpt,rouge1_r,58,0.31617524233770095,0.16918495176183643
medical,en->fj,gemini,rouge1_r,58,0.5609989338532363,0.18193019330150748
medical,en->fj,google_translate,rouge1_r,58,0.5998136203470089,0.16584362921498574
medical,en->fj,microsoft_translate,rouge1_r,58,0.5934585076145875,0.16791785546384982
medical,en->fj,chatgpt,rouge2_f1,58,0.09095744327054082,0.10948209663594916
medical,en->fj,gemini,rouge2_f1,58,0.3038602239164005,0.17881262230829903
medical,en->fj,google_translate,rouge2_f1,58,0.34048956854678025,0.19458071277664823
medical,en->fj,microsoft_translate,rouge2_f1,58,0.3663402994479697,0.20808938295185597
medical,en->fj,chatgpt,rouge2_p,58,0.09116032866625835,0.10951461230729412
medical,en->fj,gemini,rouge2_p,58,0.30855774491515825,0.1897880854293816
medical,en->fj,google_translate,rouge2_p,58,0.3383407274081577,0.20196681174258035
medical,en->fj,microsoft_translate,rouge2_p,58,0.3835087158944096,0.22365689334876798
medical,en->fj,chatgpt,rouge2_r,58,0.0935718303943189,0.11545805237014177
medical,en->fj,gemini,rouge2_r,58,0.30797445370850035,0.1854522870741597
medical,en->fj,google_translate,rouge2_r,58,0.3553216272518947,0.21224507089280728
medical,en->fj,microsoft_translate,rouge2_r,58,0.3571548135044521,0.205185913760341
medical,en->fj,chatgpt,rougeL_f1,58,0.2793795115971795,0.14396747085395953
medical,en->fj,gemini,rougeL_f1,58,0.5177319822021662,0.17164843415661504
medical,en->fj,google_translate,rougeL_f1,58,0.5411356736034844,0.15728740255268692
medical,en->fj,microsoft_translate,rougeL_f1,58,0.5694129558497004,0.1635258048676395
medical,en->fj,chatgpt,rougeL_p,58,0.28940106851866915,0.14624028510533532
medical,en->fj,gemini,rougeL_p,58,0.5259286700196276,0.17988654099212664
medical,en->fj,google_translate,rougeL_p,58,0.5389994534905491,0.16357530553957508
medical,en->fj,microsoft_translate,rougeL_p,58,0.5920192414916609,0.17173075419611933
medical,en->fj,chatgpt,rougeL_r,58,0.2794064634196213,0.1537943462239444
medical,en->fj,gemini,rougeL_r,58,0.5217153293043386,0.18213295359610557
medical,en->fj,google_translate,rougeL_r,58,0.5582960337943256,0.1808804058785492
medical,en->fj,microsoft_translate,rougeL_r,58,0.5561663485382392,0.16857380317388054
medical,en->fj,chatgpt,ter,58,0.8838020850867814,0.1977307479138841
medical,en->fj,gemini,ter,58,0.6394377902739705,0.23338880122192923
medical,en->fj,google_translate,ter,58,0.6236120072915472,0.21846038323966685
medical,en->fj,microsoft_translate,ter,58,0.5482192831337435,0.20598639930506424
medical,fj->en,chatgpt,bertscore_f1,50,0.376749077886343,0.34813209430835024
medical,fj->en,gemini,bertscore_f1,50,0.49201083451509475,0.3880538815077698
medical,fj->en,google_translate,bertscore_f1,50,0.5169285219907761,0.3991711135586612
